dataset,engine_id,predicted_RUL,rank,feature,shap_value,absolute_impact,effect
FD004,95,99.8094,10,sensor_20_rolling_mean,-1.8966,1.8966,decreased predicted RUL
FD004,96,100.8607,1,cycle,-31.187,31.187,decreased predicted RUL
FD004,96,100.8607,2,sensor_4,12.6252,12.6252,increased predicted RUL
FD004,96,100.8607,3,sensor_15,-12.6216,12.6216,decreased predicted RUL
FD004,96,100.8607,4,sensor_13,-7.7309,7.7309,decreased predicted RUL
FD004,96,100.8607,5,sensor_3,6.4976,6.4976,increased predicted RUL
FD004,96,100.8607,6,sensor_11,6.0375,6.0375,increased predicted RUL
FD004,96,100.8607,7,sensor_21,-4.8373,4.8373,decreased predicted RUL
FD004,96,100.8607,8,sensor_6,-4.5638,4.5638,decreased predicted RUL
FD004,96,100.8607,9,sensor_2,3.6677,3.6677,increased predicted RUL
FD004,96,100.8607,10,sensor_15_diff,3.5202,3.5202,increased predicted RUL
FD004,97,139.7169,1,cycle,41.9741,41.9741,increased predicted RUL
FD004,97,139.7169,2,sensor_6,-15.8239,15.8239,decreased predicted RUL
FD004,97,139.7169,3,sensor_15,9.6287,9.6287,increased predicted RUL
FD004,97,139.7169,4,sensor_11,-9.3547,9.3547,decreased predicted RUL
FD004,97,139.7169,5,sensor_13,-8.9915,8.9915,decreased predicted RUL
FD004,97,139.7169,6,sensor_4,-6.4485,6.4485,decreased predicted RUL
FD004,97,139.7169,7,sensor_12,5.8266,5.8266,increased predicted RUL
FD004,97,139.7169,8,sensor_11_rolling_mean,-4.9839,4.9839,decreased predicted RUL
FD004,97,139.7169,9,sensor_13_rolling_mean,-4.2989,4.2989,decreased predicted RUL
FD004,97,139.7169,10,sensor_8,-2.9206,2.9206,decreased predicted RUL
FD004,98,141.3301,1,sensor_11,16.248,16.248,increased predicted RUL
FD004,98,141.3301,2,sensor_13,-7.0267,7.0267,decreased predicted RUL
FD004,98,141.3301,3,cycle,6.9295,6.9295,increased predicted RUL
FD004,98,141.3301,4,sensor_4,5.6843,5.6843,increased predicted RUL
FD004,98,141.3301,5,sensor_12,-3.6894,3.6894,decreased predicted RUL
FD004,98,141.3301,6,sensor_7,-3.6711,3.6711,decreased predicted RUL
FD004,98,141.3301,7,sensor_13_rolling_mean,-3.1971,3.1971,decreased predicted RUL
FD004,98,141.3301,8,sensor_13_rolling_std,2.3191,2.3191,increased predicted RUL
FD004,98,141.3301,9,sensor_11_diff,-2.1918,2.1918,decreased predicted RUL
FD004,98,141.3301,10,sensor_21,-1.9112,1.9112,decreased predicted RUL
FD004,99,42.1126,1,cycle,-46.8557,46.8557,decreased predicted RUL
FD004,99,42.1126,2,sensor_13,-34.0196,34.0196,decreased predicted RUL
FD004,99,42.1126,3,sensor_6,-13.8973,13.8973,decreased predicted RUL
FD004,99,42.1126,4,sensor_11,10.274,10.274,increased predicted RUL
FD004,99,42.1126,5,sensor_4,5.7746,5.7746,increased predicted RUL
FD004,99,42.1126,6,sensor_13_rolling_mean,-5.6614,5.6614,decreased predicted RUL
FD004,99,42.1126,7,sensor_21,-3.5469,3.5469,decreased predicted RUL
FD004,99,42.1126,8,sensor_3,3.4264,3.4264,increased predicted RUL
FD004,99,42.1126,9,sensor_20_rolling_mean,-2.2758,2.2758,decreased predicted RUL
FD004,99,42.1126,10,sensor_7,-2.0672,2.0672,decreased predicted RUL
FD004,100,11.6915,1,sensor_13,-51.0687,51.0687,decreased predicted RUL
FD004,100,11.6915,2,cycle,-50.7255,50.7255,decreased predicted RUL
FD004,100,11.6915,3,sensor_13_rolling_mean,-6.8655,6.8655,decreased predicted RUL
FD004,100,11.6915,4,sensor_6,-4.3657,4.3657,decreased predicted RUL
FD004,100,11.6915,5,sensor_15,4.3571,4.3571,increased predicted RUL
FD004,100,11.6915,6,sensor_11,-3.3886,3.3886,decreased predicted RUL
FD004,100,11.6915,7,sensor_8,-3.0405,3.0405,decreased predicted RUL
FD004,100,11.6915,8,sensor_11_rolling_mean,-2.9453,2.9453,decreased predicted RUL
FD004,100,11.6915,9,sensor_4,-2.7565,2.7565,decreased predicted RUL
FD004,100,11.6915,10,sensor_15_rolling_mean,2.5726,2.5726,increased predicted RUL
FD004,101,19.8894,1,cycle,-43.7809,43.7809,decreased predicted RUL
FD004,101,19.8894,2,sensor_11,-28.0684,28.0684,decreased predicted RUL
FD004,101,19.8894,3,sensor_9,-12.8816,12.8816,decreased predicted RUL
FD004,101,19.8894,4,sensor_4,-12.1933,12.1933,decreased predicted RUL
FD004,101,19.8894,5,sensor_14,-6.6174,6.6174,decreased predicted RUL
FD004,101,19.8894,6,sensor_15,5.9507,5.9507,increased predicted RUL
FD004,101,19.8894,7,sensor_2,-4.5156,4.5156,decreased predicted RUL
FD004,101,19.8894,8,sensor_15_diff,-4.3115,4.3115,decreased predicted RUL
FD004,101,19.8894,9,sensor_17,-3.2299,3.2299,decreased predicted RUL
FD004,101,19.8894,10,sensor_8,-3.0593,3.0593,decreased predicted RUL
FD004,102,15.0941,1,sensor_13,-50.1269,50.1269,decreased predicted RUL
FD004,102,15.0941,2,cycle,-44.3818,44.3818,decreased predicted RUL
FD004,102,15.0941,3,sensor_6,-10.3931,10.3931,decreased predicted RUL
FD004,102,15.0941,4,sensor_13_rolling_mean,-5.5437,5.5437,decreased predicted RUL
FD004,102,15.0941,5,sensor_21,-5.478,5.478,decreased predicted RUL
FD004,102,15.0941,6,sensor_15,5.0211,5.0211,increased predicted RUL
FD004,102,15.0941,7,sensor_15_diff,2.1031,2.1031,increased predicted RUL
FD004,102,15.0941,8,sensor_8,2.0307,2.0307,increased predicted RUL
FD004,102,15.0941,9,sensor_11,2.0216,2.0216,increased predicted RUL
FD004,102,15.0941,10,sensor_11_rolling_mean,-1.8401,1.8401,decreased predicted RUL
FD004,103,15.3526,1,sensor_15,-52.1598,52.1598,decreased predicted RUL
FD004,103,15.3526,2,cycle,-36.4343,36.4343,decreased predicted RUL
FD004,103,15.3526,3,sensor_13,17.5898,17.5898,increased predicted RUL
FD004,103,15.3526,4,sensor_11,-10.885,10.885,decreased predicted RUL
FD004,103,15.3526,5,sensor_21,-7.1365,7.1365,decreased predicted RUL
FD004,103,15.3526,6,sensor_6,-6.3447,6.3447,decreased predicted RUL
FD004,103,15.3526,7,sensor_4,-5.2698,5.2698,decreased predicted RUL
FD004,103,15.3526,8,sensor_15_rolling_mean,-4.939,4.939,decreased predicted RUL
FD004,103,15.3526,9,sensor_6_rolling_mean,-4.2806,4.2806,decreased predicted RUL
FD004,103,15.3526,10,sensor_12,-3.8088,3.8088,decreased predicted RUL
FD004,104,247.7137,1,sensor_13,30.9039,30.9039,increased predicted RUL
FD004,104,247.7137,2,cycle,29.0302,29.0302,increased predicted RUL
FD004,104,247.7137,3,sensor_11,25.5162,25.5162,increased predicted RUL
FD004,104,247.7137,4,sensor_15,12.7339,12.7339,increased predicted RUL
FD004,104,247.7137,5,sensor_6,9.4891,9.4891,increased predicted RUL
FD004,104,247.7137,6,sensor_4,7.0067,7.0067,increased predicted RUL
FD004,104,247.7137,7,sensor_14,6.0559,6.0559,increased predicted RUL
FD004,104,247.7137,8,sensor_8,3.4693,3.4693,increased predicted RUL
FD004,104,247.7137,9,sensor_11_rolling_mean,-2.9855,2.9855,decreased predicted RUL
FD004,104,247.7137,10,sensor_13_rolling_std,2.9184,2.9184,increased predicted RUL
FD004,105,62.3521,1,cycle,-39.158,39.158,decreased predicted RUL
FD004,105,62.3521,2,sensor_13,-31.285,31.285,decreased predicted RUL
FD004,105,62.3521,3,sensor_15_rolling_mean,-8.5148,8.5148,decreased predicted RUL
FD004,105,62.3521,4,sensor_4,5.2755,5.2755,increased predicted RUL
FD004,105,62.3521,5,sensor_21,-5.2218,5.2218,decreased predicted RUL
FD004,105,62.3521,6,sensor_11,5.1716,5.1716,increased predicted RUL
FD004,105,62.3521,7,sensor_3,4.3266,4.3266,increased predicted RUL
FD004,105,62.3521,8,sensor_2,3.7336,3.7336,increased predicted RUL
FD004,105,62.3521,9,sensor_4_rolling_mean,3.686,3.686,increased predicted RUL
FD004,105,62.3521,10,sensor_13_rolling_mean,2.9046,2.9046,increased predicted RUL
FD004,106,61.2482,1,sensor_15,-35.1884,35.1884,decreased predicted RUL
FD004,106,61.2482,2,cycle,-31.8064,31.8064,decreased predicted RUL
FD004,106,61.2482,3,sensor_13,19.0105,19.0105,increased predicted RUL
FD004,106,61.2482,4,sensor_21,-6.5265,6.5265,decreased predicted RUL
FD004,106,61.2482,5,sensor_6,-6.146,6.146,decreased predicted RUL
FD004,106,61.2482,6,sensor_9,4.0071,4.0071,increased predicted RUL
FD004,106,61.2482,7,sensor_6_rolling_mean,-3.8382,3.8382,decreased predicted RUL
FD004,106,61.2482,8,sensor_15_diff,3.5459,3.5459,increased predicted RUL
FD004,106,61.2482,9,sensor_20,-2.993,2.993,decreased predicted RUL
FD004,106,61.2482,10,sensor_13_diff,-2.5445,2.5445,decreased predicted RUL
FD004,107,75.0548,1,sensor_15,-52.0,52.0,decreased predicted RUL
FD004,107,75.0548,2,cycle,-24.7097,24.7097,decreased predicted RUL
FD004,107,75.0548,3,sensor_11,12.7955,12.7955,increased predicted RUL
FD004,107,75.0548,4,sensor_13,10.2702,10.2702,increased predicted RUL
FD004,107,75.0548,5,sensor_4,8.781,8.781,increased predicted RUL
FD004,107,75.0548,6,sensor_15_rolling_mean,-7.9037,7.9037,decreased predicted RUL
FD004,107,75.0548,7,sensor_6,-7.4456,7.4456,decreased predicted RUL
FD004,107,75.0548,8,sensor_15_diff,6.0196,6.0196,increased predicted RUL
FD004,107,75.0548,9,sensor_11_diff,-3.9904,3.9904,decreased predicted RUL
FD004,107,75.0548,10,sensor_6_rolling_mean,-3.9604,3.9604,decreased predicted RUL
FD004,108,175.7752,1,cycle,-31.687,31.687,decreased predicted RUL
FD004,108,175.7752,2,sensor_11,30.2324,30.2324,increased predicted RUL
FD004,108,175.7752,3,sensor_15,15.0353,15.0353,increased predicted RUL
FD004,108,175.7752,4,sensor_4,14.3396,14.3396,increased predicted RUL
FD004,108,175.7752,5,sensor_15_rolling_mean,-6.5801,6.5801,decreased predicted RUL
FD004,108,175.7752,6,sensor_15_diff,-5.927,5.927,decreased predicted RUL
FD004,108,175.7752,7,sensor_11_rolling_mean,5.6968,5.6968,increased predicted RUL
FD004,108,175.7752,8,sensor_6,5.4218,5.4218,increased predicted RUL
FD004,108,175.7752,9,sensor_3,4.6383,4.6383,increased predicted RUL
FD004,108,175.7752,10,sensor_2,4.5998,4.5998,increased predicted RUL
FD004,109,249.6679,1,sensor_6,32.1399,32.1399,increased predicted RUL
FD004,109,249.6679,2,cycle,25.8128,25.8128,increased predicted RUL
FD004,109,249.6679,3,sensor_4,16.0333,16.0333,increased predicted RUL
FD004,109,249.6679,4,sensor_11,15.9794,15.9794,increased predicted RUL
FD004,109,249.6679,5,sensor_13,6.1887,6.1887,increased predicted RUL
FD004,109,249.6679,6,sensor_8,6.133,6.133,increased predicted RUL
FD004,109,249.6679,7,sensor_15,6.1302,6.1302,increased predicted RUL
FD004,109,249.6679,8,sensor_9,5.6991,5.6991,increased predicted RUL
FD004,109,249.6679,9,sensor_12,-3.915,3.915,decreased predicted RUL
FD004,109,249.6679,10,sensor_11_rolling_mean,3.829,3.829,increased predicted RUL
FD004,110,76.1524,1,cycle,-36.6906,36.6906,decreased predicted RUL
FD004,110,76.1524,2,sensor_15,14.5434,14.5434,increased predicted RUL
FD004,110,76.1524,3,sensor_11,-11.1602,11.1602,decreased predicted RUL
FD004,110,76.1524,4,sensor_6,-10.4897,10.4897,decreased predicted RUL
FD004,110,76.1524,5,sensor_9,-8.7209,8.7209,decreased predicted RUL
FD004,110,76.1524,6,sensor_12,8.5198,8.5198,increased predicted RUL
FD004,110,76.1524,7,sensor_7,7.6467,7.6467,increased predicted RUL
FD004,110,76.1524,8,sensor_13_rolling_mean,-7.2402,7.2402,decreased predicted RUL
FD004,110,76.1524,9,sensor_14,-7.1142,7.1142,decreased predicted RUL
FD004,110,76.1524,10,sensor_13,6.157,6.157,increased predicted RUL
FD004,111,22.1247,1,sensor_13,-48.5013,48.5013,decreased predicted RUL
FD004,111,22.1247,2,cycle,-43.8198,43.8198,decreased predicted RUL
FD004,111,22.1247,3,sensor_6,-10.1529,10.1529,decreased predicted RUL
FD004,111,22.1247,4,sensor_15,5.3003,5.3003,increased predicted RUL
FD004,111,22.1247,5,sensor_4,-3.6666,3.6666,decreased predicted RUL
FD004,111,22.1247,6,sensor_4_rolling_std,-3.1682,3.1682,decreased predicted RUL
FD004,111,22.1247,7,sensor_15_diff,3.0922,3.0922,increased predicted RUL
FD004,111,22.1247,8,sensor_10_rolling_std,2.3204,2.3204,increased predicted RUL
FD004,111,22.1247,9,sensor_13_diff,2.0962,2.0962,increased predicted RUL
FD004,111,22.1247,10,sensor_8,-2.0272,2.0272,decreased predicted RUL
FD004,112,94.7813,1,sensor_11,-19.7118,19.7118,decreased predicted RUL
FD004,112,94.7813,2,sensor_4,-11.2633,11.2633,decreased predicted RUL
FD004,112,94.7813,3,sensor_15,9.7103,9.7103,increased predicted RUL
FD004,112,94.7813,4,sensor_6,-7.2589,7.2589,decreased predicted RUL
FD004,112,94.7813,5,cycle,-4.6906,4.6906,decreased predicted RUL
FD004,112,94.7813,6,sensor_15_diff,-4.1934,4.1934,decreased predicted RUL
FD004,112,94.7813,7,sensor_12,4.054,4.054,increased predicted RUL
FD004,112,94.7813,8,sensor_13_rolling_mean,3.7992,3.7992,increased predicted RUL
FD004,112,94.7813,9,sensor_8,-3.5502,3.5502,decreased predicted RUL
FD004,112,94.7813,10,sensor_21,3.5193,3.5193,increased predicted RUL
FD004,113,15.935,1,cycle,-39.4094,39.4094,decreased predicted RUL
FD004,113,15.935,2,sensor_11,-30.5456,30.5456,decreased predicted RUL
FD004,113,15.935,3,sensor_13,-21.4682,21.4682,decreased predicted RUL
FD004,113,15.935,4,sensor_4,-12.0815,12.0815,decreased predicted RUL
FD004,113,15.935,5,sensor_15,6.4009,6.4009,increased predicted RUL
FD004,113,15.935,6,sensor_15_diff,-6.0256,6.0256,decreased predicted RUL
FD004,113,15.935,7,sensor_2,-4.8977,4.8977,decreased predicted RUL
FD004,113,15.935,8,sensor_8,-3.552,3.552,decreased predicted RUL
FD004,113,15.935,9,sensor_3,-2.9428,2.9428,decreased predicted RUL
FD004,113,15.935,10,sensor_7,2.7184,2.7184,increased predicted RUL
FD004,114,23.5799,1,cycle,-50.003,50.003,decreased predicted RUL
FD004,114,23.5799,2,sensor_13,-43.5715,43.5715,decreased predicted RUL
FD004,114,23.5799,3,sensor_14,-11.221,11.221,decreased predicted RUL
FD004,114,23.5799,4,sensor_15,9.0836,9.0836,increased predicted RUL
FD004,114,23.5799,5,sensor_7,5.5568,5.5568,increased predicted RUL
FD004,114,23.5799,6,sensor_12,5.4284,5.4284,increased predicted RUL
FD004,114,23.5799,7,sensor_11,-5.2003,5.2003,decreased predicted RUL
FD004,114,23.5799,8,sensor_13_rolling_mean,-4.9288,4.9288,decreased predicted RUL
FD004,114,23.5799,9,sensor_9,-3.2987,3.2987,decreased predicted RUL
FD004,114,23.5799,10,sensor_6,-3.2801,3.2801,decreased predicted RUL
FD004,115,112.5306,1,sensor_15,9.7872,9.7872,increased predicted RUL
FD004,115,112.5306,2,sensor_11,-7.7436,7.7436,decreased predicted RUL
FD004,115,112.5306,3,sensor_4,-6.8957,6.8957,decreased predicted RUL
FD004,115,112.5306,4,sensor_13,-6.3328,6.3328,decreased predicted RUL
FD004,115,112.5306,5,cycle,4.7301,4.7301,increased predicted RUL
FD004,115,112.5306,6,sensor_15_rolling_mean,-4.4141,4.4141,decreased predicted RUL
FD004,115,112.5306,7,sensor_15_diff,-3.3965,3.3965,decreased predicted RUL
FD004,115,112.5306,8,sensor_6,-2.5531,2.5531,decreased predicted RUL
FD004,115,112.5306,9,sensor_11_rolling_mean,2.4949,2.4949,increased predicted RUL
FD004,115,112.5306,10,sensor_17,-2.4516,2.4516,decreased predicted RUL
FD004,116,19.688,1,sensor_15,-44.319,44.319,decreased predicted RUL
FD004,116,19.688,2,cycle,-39.4128,39.4128,decreased predicted RUL
FD004,116,19.688,3,sensor_13,16.2646,16.2646,increased predicted RUL
FD004,116,19.688,4,sensor_6,-9.3218,9.3218,decreased predicted RUL
FD004,116,19.688,5,sensor_15_rolling_mean,-9.2841,9.2841,decreased predicted RUL
FD004,116,19.688,6,sensor_4,-7.1232,7.1232,decreased predicted RUL
FD004,116,19.688,7,sensor_15_diff,-7.0676,7.0676,decreased predicted RUL
FD004,116,19.688,8,sensor_21,-6.2342,6.2342,decreased predicted RUL
FD004,116,19.688,9,sensor_12,-5.6314,5.6314,decreased predicted RUL
FD004,116,19.688,10,sensor_7,-5.1916,5.1916,decreased predicted RUL
FD004,117,106.102,1,cycle,-14.4656,14.4656,decreased predicted RUL
FD004,117,106.102,2,sensor_15,11.0677,11.0677,increased predicted RUL
FD004,117,106.102,3,sensor_4,-6.3992,6.3992,decreased predicted RUL
FD004,117,106.102,4,sensor_15_diff,-4.7034,4.7034,decreased predicted RUL
FD004,117,106.102,5,sensor_11,-3.7834,3.7834,decreased predicted RUL
FD004,117,106.102,6,sensor_13,-3.3071,3.3071,decreased predicted RUL
FD004,117,106.102,7,sensor_13_rolling_mean,-2.4791,2.4791,decreased predicted RUL
FD004,117,106.102,8,sensor_6,-2.1476,2.1476,decreased predicted RUL
FD004,117,106.102,9,sensor_6_rolling_mean,-1.994,1.994,decreased predicted RUL
FD004,117,106.102,10,sensor_13_rolling_std,1.8824,1.8824,increased predicted RUL
FD004,118,20.4764,1,sensor_13,-49.4082,49.4082,decreased predicted RUL
FD004,118,20.4764,2,cycle,-46.6641,46.6641,decreased predicted RUL
FD004,118,20.4764,3,sensor_13_rolling_mean,-5.628,5.628,decreased predicted RUL
FD004,118,20.4764,4,sensor_15,5.3054,5.3054,increased predicted RUL
FD004,118,20.4764,5,sensor_4,-3.574,3.574,decreased predicted RUL
FD004,118,20.4764,6,sensor_11,-3.2093,3.2093,decreased predicted RUL
FD004,118,20.4764,7,sensor_11_rolling_mean,-2.794,2.794,decreased predicted RUL
FD004,118,20.4764,8,sensor_2,-2.7406,2.7406,decreased predicted RUL
FD004,118,20.4764,9,sensor_15_diff,-2.6264,2.6264,decreased predicted RUL
FD004,118,20.4764,10,sensor_6,-2.2713,2.2713,decreased predicted RUL
FD004,119,85.7637,1,cycle,-41.6499,41.6499,decreased predicted RUL
FD004,119,85.7637,2,sensor_13,-26.6507,26.6507,decreased predicted RUL
FD004,119,85.7637,3,sensor_15,11.0369,11.0369,increased predicted RUL
FD004,119,85.7637,4,sensor_12,7.0999,7.0999,increased predicted RUL
FD004,119,85.7637,5,sensor_13_rolling_mean,-5.634,5.634,decreased predicted RUL
FD004,119,85.7637,6,sensor_2,5.3282,5.3282,increased predicted RUL
FD004,119,85.7637,7,sensor_7,5.2919,5.2919,increased predicted RUL
FD004,119,85.7637,8,sensor_6,4.3794,4.3794,increased predicted RUL
FD004,119,85.7637,9,sensor_14,-3.2891,3.2891,decreased predicted RUL
FD004,119,85.7637,10,sensor_11_rolling_mean,-2.4278,2.4278,decreased predicted RUL
FD004,120,84.3878,1,cycle,-34.0252,34.0252,decreased predicted RUL
FD004,120,84.3878,2,sensor_15,-18.1968,18.1968,decreased predicted RUL
FD004,120,84.3878,3,sensor_4,8.6188,8.6188,increased predicted RUL
FD004,120,84.3878,4,sensor_6,-6.9482,6.9482,decreased predicted RUL
FD004,120,84.3878,5,sensor_11,6.7928,6.7928,increased predicted RUL
FD004,120,84.3878,6,sensor_21,-4.6271,4.6271,decreased predicted RUL
FD004,120,84.3878,7,sensor_9,3.8585,3.8585,increased predicted RUL
FD004,120,84.3878,8,sensor_3,3.7096,3.7096,increased predicted RUL
FD004,120,84.3878,9,sensor_13_rolling_mean,-3.2681,3.2681,decreased predicted RUL
FD004,120,84.3878,10,sensor_2,3.2123,3.2123,increased predicted RUL
FD004,121,31.1428,1,sensor_15,-72.6808,72.6808,decreased predicted RUL
FD004,121,31.1428,2,cycle,-33.9384,33.9384,decreased predicted RUL
FD004,121,31.1428,3,sensor_4,7.7135,7.7135,increased predicted RUL
FD004,121,31.1428,4,sensor_6,-6.9288,6.9288,decreased predicted RUL
FD004,121,31.1428,5,sensor_13,6.6432,6.6432,increased predicted RUL
FD004,121,31.1428,6,sensor_11,5.8862,5.8862,increased predicted RUL
FD004,121,31.1428,7,sensor_15_diff,4.2675,4.2675,increased predicted RUL
FD004,121,31.1428,8,sensor_9,3.9956,3.9956,increased predicted RUL
FD004,121,31.1428,9,sensor_2,3.9912,3.9912,increased predicted RUL
FD004,121,31.1428,10,sensor_6_rolling_mean,-3.9661,3.9661,decreased predicted RUL
FD004,122,219.2061,1,sensor_11,41.4637,41.4637,increased predicted RUL
FD004,122,219.2061,2,sensor_13,26.2344,26.2344,increased predicted RUL
FD004,122,219.2061,3,sensor_4,23.1179,23.1179,increased predicted RUL
FD004,122,219.2061,4,cycle,-20.9393,20.9393,decreased predicted RUL
FD004,122,219.2061,5,sensor_15,-20.8473,20.8473,decreased predicted RUL
FD004,122,219.2061,6,sensor_8,8.5207,8.5207,increased predicted RUL
FD004,122,219.2061,7,sensor_2,7.8712,7.8712,increased predicted RUL
FD004,122,219.2061,8,sensor_9,7.5544,7.5544,increased predicted RUL
FD004,122,219.2061,9,sensor_3,7.5118,7.5118,increased predicted RUL
FD004,122,219.2061,10,sensor_13_rolling_mean,6.8434,6.8434,increased predicted RUL
FD004,123,29.0924,1,cycle,-47.3066,47.3066,decreased predicted RUL
FD004,123,29.0924,2,sensor_13,-44.1531,44.1531,decreased predicted RUL
FD004,123,29.0924,3,sensor_6,-8.5024,8.5024,decreased predicted RUL
FD004,123,29.0924,4,sensor_13_rolling_mean,-6.2765,6.2765,decreased predicted RUL
FD004,123,29.0924,5,sensor_11,5.8213,5.8213,increased predicted RUL
FD004,123,29.0924,6,sensor_4,5.3994,5.3994,increased predicted RUL
FD004,123,29.0924,7,sensor_21,-3.7996,3.7996,decreased predicted RUL
FD004,123,29.0924,8,sensor_11_rolling_mean,-3.2436,3.2436,decreased predicted RUL
FD004,123,29.0924,9,sensor_3,2.6103,2.6103,increased predicted RUL
FD004,123,29.0924,10,sensor_2,2.5369,2.5369,increased predicted RUL
FD004,124,74.1782,1,cycle,-32.2915,32.2915,decreased predicted RUL
FD004,124,74.1782,2,sensor_14,-10.3892,10.3892,decreased predicted RUL
FD004,124,74.1782,3,sensor_15,9.8158,9.8158,increased predicted RUL
FD004,124,74.1782,4,sensor_4,-5.5232,5.5232,decreased predicted RUL
FD004,124,74.1782,5,sensor_11,-5.3257,5.3257,decreased predicted RUL
FD004,124,74.1782,6,sensor_13,-5.125,5.125,decreased predicted RUL
FD004,124,74.1782,7,sensor_13_rolling_mean,-3.164,3.164,decreased predicted RUL
FD004,124,74.1782,8,sensor_11_rolling_mean,-2.1159,2.1159,decreased predicted RUL
FD004,124,74.1782,9,sensor_6_rolling_mean,-1.9372,1.9372,decreased predicted RUL
FD004,124,74.1782,10,sensor_15_diff,-1.8541,1.8541,decreased predicted RUL
FD004,125,206.3713,1,cycle,55.3768,55.3768,increased predicted RUL
FD004,125,206.3713,2,sensor_15,10.2033,10.2033,increased predicted RUL
FD004,125,206.3713,3,sensor_13_rolling_mean,-8.9529,8.9529,decreased predicted RUL
FD004,125,206.3713,4,sensor_11,4.7128,4.7128,increased predicted RUL
FD004,125,206.3713,5,sensor_4,4.4379,4.4379,increased predicted RUL
FD004,125,206.3713,6,sensor_7,2.7335,2.7335,increased predicted RUL
FD004,125,206.3713,7,sensor_13,2.617,2.617,increased predicted RUL
FD004,125,206.3713,8,sensor_15_diff,2.1803,2.1803,increased predicted RUL
FD004,125,206.3713,9,sensor_6_rolling_mean,-2.011,2.011,decreased predicted RUL
FD004,125,206.3713,10,sensor_11_diff,-1.9035,1.9035,decreased predicted RUL
FD004,126,19.3652,1,cycle,-42.9495,42.9495,decreased predicted RUL
FD004,126,19.3652,2,sensor_13,-28.2564,28.2564,decreased predicted RUL
FD004,126,19.3652,3,sensor_15,-13.8096,13.8096,decreased predicted RUL
FD004,126,19.3652,4,sensor_6,-8.1705,8.1705,decreased predicted RUL
FD004,126,19.3652,5,sensor_21,-6.5747,6.5747,decreased predicted RUL
FD004,126,19.3652,6,sensor_11,-3.4596,3.4596,decreased predicted RUL
FD004,126,19.3652,7,sensor_20,-2.8227,2.8227,decreased predicted RUL
FD004,126,19.3652,8,sensor_4,2.3749,2.3749,increased predicted RUL
FD004,126,19.3652,9,sensor_8,2.3586,2.3586,increased predicted RUL
FD004,126,19.3652,10,sensor_2,2.3496,2.3496,increased predicted RUL
FD004,127,220.6716,1,sensor_4,18.2344,18.2344,increased predicted RUL
FD004,127,220.6716,2,sensor_15,17.1989,17.1989,increased predicted RUL
FD004,127,220.6716,3,cycle,-11.7101,11.7101,decreased predicted RUL
FD004,127,220.6716,4,sensor_13,9.5153,9.5153,increased predicted RUL
FD004,127,220.6716,5,sensor_11,9.4863,9.4863,increased predicted RUL
FD004,127,220.6716,6,sensor_8,8.8449,8.8449,increased predicted RUL
FD004,127,220.6716,7,sensor_6,7.9906,7.9906,increased predicted RUL
FD004,127,220.6716,8,sensor_2,5.9325,5.9325,increased predicted RUL
FD004,127,220.6716,9,sensor_20,3.8441,3.8441,increased predicted RUL
FD004,127,220.6716,10,sensor_3,3.5788,3.5788,increased predicted RUL
FD004,128,146.2931,1,sensor_11,35.6751,35.6751,increased predicted RUL
FD004,128,146.2931,2,sensor_15,-27.39,27.39,decreased predicted RUL
FD004,128,146.2931,3,cycle,-27.1598,27.1598,decreased predicted RUL
FD004,128,146.2931,4,sensor_13,17.8146,17.8146,increased predicted RUL
FD004,128,146.2931,5,sensor_4,7.873,7.873,increased predicted RUL
FD004,128,146.2931,6,sensor_17,7.5608,7.5608,increased predicted RUL
FD004,128,146.2931,7,sensor_3,6.8917,6.8917,increased predicted RUL
FD004,128,146.2931,8,sensor_15_diff,5.4116,5.4116,increased predicted RUL
FD004,128,146.2931,9,sensor_8,5.3887,5.3887,increased predicted RUL
FD004,128,146.2931,10,sensor_11_diff,-5.2874,5.2874,decreased predicted RUL
FD004,129,120.6929,1,cycle,-31.8242,31.8242,decreased predicted RUL
FD004,129,120.6929,2,sensor_11,13.3737,13.3737,increased predicted RUL
FD004,129,120.6929,3,sensor_4,12.2236,12.2236,increased predicted RUL
FD004,129,120.6929,4,sensor_6,-5.5029,5.5029,decreased predicted RUL
FD004,129,120.6929,5,sensor_9,5.2323,5.2323,increased predicted RUL
FD004,129,120.6929,6,sensor_3,4.1757,4.1757,increased predicted RUL
FD004,129,120.6929,7,sensor_12,-3.8706,3.8706,decreased predicted RUL
FD004,129,120.6929,8,sensor_8,3.7469,3.7469,increased predicted RUL
FD004,129,120.6929,9,sensor_2,3.612,3.612,increased predicted RUL
FD004,129,120.6929,10,sensor_15,3.2759,3.2759,increased predicted RUL
FD004,130,130.929,1,cycle,-16.6894,16.6894,decreased predicted RUL
FD004,130,130.929,2,sensor_15,13.366,13.366,increased predicted RUL
FD004,130,130.929,3,sensor_15_rolling_mean,-11.596,11.596,decreased predicted RUL
FD004,130,130.929,4,sensor_13,10.5546,10.5546,increased predicted RUL
FD004,130,130.929,5,sensor_11_rolling_mean,6.6141,6.6141,increased predicted RUL
FD004,130,130.929,6,sensor_13_rolling_mean,5.14,5.14,increased predicted RUL
FD004,130,130.929,7,sensor_4_rolling_mean,4.5065,4.5065,increased predicted RUL
FD004,130,130.929,8,sensor_4,-3.8336,3.8336,decreased predicted RUL
FD004,130,130.929,9,sensor_14,3.3694,3.3694,increased predicted RUL
