dataset,engine_id,cycle,estimated_rul,health_score,anomaly_score,status,degradation_status
FD004,114,124,117.58,21.93,84.75,NORMAL,CRITICAL
FD004,114,125,116.58,23.04,78.46,NORMAL,CRITICAL
FD004,114,126,115.58,24.37,71.31,NORMAL,CRITICAL
FD004,114,127,114.58,26.99,59.02,NORMAL,CRITICAL
FD004,114,128,113.58,22.7,74.35,NORMAL,CRITICAL
FD004,114,129,112.58,32.23,34.37,NORMAL,WARNING
FD004,114,130,111.58,36.2,16.66,NORMAL,WARNING
FD004,114,131,110.58,25.89,56.07,NORMAL,CRITICAL
FD004,114,132,109.58,23.42,64.13,NORMAL,CRITICAL
FD004,114,133,108.58,32.95,24.17,NORMAL,WARNING
FD004,114,134,107.58,25.73,51.22,NORMAL,CRITICAL
FD004,114,135,106.58,18.96,76.44,NORMAL,CRITICAL
FD004,114,136,105.58,16.43,84.72,NORMAL,CRITICAL
FD004,114,137,104.58,13.54,94.45,WARNING,WARNING
FD004,114,138,103.58,13.07,94.5,WARNING,WARNING
FD004,114,139,102.58,14.56,86.73,WARNING,WARNING
FD004,114,140,101.58,15.93,79.41,NORMAL,CRITICAL
FD004,114,141,100.58,12.57,91.02,WARNING,WARNING
FD004,114,142,99.58,16.29,74.28,NORMAL,CRITICAL
FD004,114,143,98.58,13.67,82.94,NORMAL,CRITICAL
FD004,114,144,97.58,15.12,75.31,NORMAL,CRITICAL
FD004,114,145,96.58,19.07,57.67,NORMAL,CRITICAL
FD004,114,146,95.58,11.62,85.61,WARNING,WARNING
FD004,114,147,94.58,16.92,62.58,NORMAL,CRITICAL
FD004,114,148,93.58,10.68,85.73,WARNING,WARNING
FD004,114,149,92.58,8.83,91.28,WARNING,WARNING
FD004,114,150,91.58,7.29,95.61,WARNING,WARNING
FD004,114,151,90.58,25.23,22.02,NORMAL,CRITICAL
FD004,114,152,89.58,24.27,24.0,NORMAL,CRITICAL
FD004,114,153,88.58,29.14,2.69,NORMAL,CRITICAL
FD004,114,154,87.58,20.06,37.19,NORMAL,CRITICAL
FD004,114,155,86.58,24.64,17.03,NORMAL,CRITICAL
FD004,114,156,85.58,25.21,12.93,NORMAL,CRITICAL
FD004,114,157,84.58,25.71,9.09,NORMAL,CRITICAL
FD004,114,158,83.58,10.21,69.26,NORMAL,CRITICAL
FD004,114,159,82.58,4.96,88.4,WARNING,WARNING
FD004,114,160,81.58,23.86,11.0,NORMAL,CRITICAL
FD004,114,161,80.58,25.17,3.9,NORMAL,CRITICAL
FD004,114,162,79.58,25.69,0.0,NORMAL,CRITICAL
FD004,114,163,78.58,25.23,0.0,NORMAL,CRITICAL
FD004,114,164,77.58,24.77,0.0,NORMAL,CRITICAL
FD004,114,165,76.58,24.31,0.0,NORMAL,CRITICAL
FD004,114,166,75.58,23.85,0.0,NORMAL,CRITICAL
FD004,114,167,74.58,23.39,0.0,NORMAL,CRITICAL
FD004,114,168,73.58,22.94,0.0,NORMAL,CRITICAL
FD004,114,169,72.58,22.48,0.0,NORMAL,CRITICAL
FD004,114,170,71.58,22.02,0.0,NORMAL,CRITICAL
FD004,114,171,70.58,21.56,0.0,NORMAL,CRITICAL
FD004,114,172,69.58,21.1,0.0,NORMAL,CRITICAL
FD004,114,173,68.58,20.64,0.0,NORMAL,CRITICAL
FD004,114,174,67.58,20.18,0.0,NORMAL,CRITICAL
FD004,114,175,66.58,19.72,0.0,NORMAL,CRITICAL
FD004,114,176,65.58,19.27,0.0,NORMAL,CRITICAL
FD004,114,177,64.58,18.81,0.0,NORMAL,CRITICAL
FD004,114,178,63.58,18.35,0.0,NORMAL,CRITICAL
FD004,114,179,62.58,17.89,0.0,NORMAL,CRITICAL
FD004,114,180,61.58,17.43,0.0,NORMAL,CRITICAL
FD004,114,181,60.58,16.97,0.0,NORMAL,CRITICAL
FD004,114,182,59.58,16.51,0.0,NORMAL,CRITICAL
FD004,114,183,58.58,16.06,0.0,NORMAL,CRITICAL
FD004,114,184,57.58,15.6,0.0,NORMAL,CRITICAL
FD004,114,185,56.58,15.14,0.0,NORMAL,CRITICAL
FD004,114,186,55.58,14.68,0.0,NORMAL,CRITICAL
FD004,114,187,54.58,14.22,0.0,NORMAL,CRITICAL
FD004,114,188,53.58,13.76,0.0,NORMAL,CRITICAL
FD004,114,189,52.58,13.3,0.0,NORMAL,CRITICAL
FD004,114,190,51.58,12.84,0.0,NORMAL,CRITICAL
FD004,114,191,50.58,12.39,0.0,NORMAL,CRITICAL
FD004,114,192,49.58,11.93,0.0,NORMAL,CRITICAL
FD004,114,193,48.58,11.47,0.0,NORMAL,CRITICAL
FD004,114,194,47.58,11.01,0.0,NORMAL,CRITICAL
FD004,114,195,46.58,10.55,0.0,NORMAL,CRITICAL
FD004,114,196,45.58,10.09,0.0,NORMAL,CRITICAL
FD004,114,197,44.58,9.63,0.0,NORMAL,CRITICAL
FD004,114,198,43.58,9.17,0.0,NORMAL,CRITICAL
FD004,114,199,42.58,8.72,0.0,NORMAL,CRITICAL
FD004,114,200,41.58,8.26,0.0,NORMAL,CRITICAL
FD004,114,201,40.58,7.8,0.0,NORMAL,CRITICAL
FD004,114,202,39.58,7.34,0.0,NORMAL,CRITICAL
FD004,114,203,38.58,6.88,0.0,NORMAL,CRITICAL
FD004,114,204,37.58,6.42,0.0,NORMAL,CRITICAL
FD004,114,205,36.58,5.96,0.0,NORMAL,CRITICAL
FD004,114,206,35.58,5.5,0.0,NORMAL,CRITICAL
FD004,114,207,34.58,5.05,0.0,NORMAL,CRITICAL
FD004,114,208,33.58,4.59,0.0,NORMAL,CRITICAL
FD004,114,209,32.58,4.13,0.0,NORMAL,CRITICAL
FD004,114,210,31.58,3.67,0.0,NORMAL,CRITICAL
FD004,114,211,30.58,3.21,0.0,NORMAL,CRITICAL
FD004,114,212,29.58,2.75,0.0,NORMAL,CRITICAL
FD004,114,213,28.58,2.29,0.0,NORMAL,CRITICAL
FD004,114,214,27.58,1.83,0.0,NORMAL,CRITICAL
FD004,114,215,26.58,1.38,0.0,NORMAL,CRITICAL
FD004,114,216,25.58,0.92,0.0,NORMAL,CRITICAL
FD004,114,217,24.58,0.46,0.0,NORMAL,CRITICAL
FD004,114,218,23.58,0.0,0.0,NORMAL,CRITICAL
FD004,115,1,193.53,74.13,98.61,NORMAL,NORMAL
FD004,115,2,192.53,72.75,99.25,NORMAL,NORMAL
FD004,115,3,191.53,72.12,96.89,NORMAL,NORMAL
FD004,115,4,190.53,70.87,96.99,NORMAL,NORMAL
FD004,115,5,189.53,69.81,96.38,NORMAL,NORMAL
FD004,115,6,188.53,68.46,96.88,NORMAL,NORMAL
FD004,115,7,187.53,69.87,86.36,NORMAL,NORMAL
FD004,115,8,186.53,70.81,77.73,NORMAL,NORMAL
FD004,115,9,185.53,72.64,65.52,NORMAL,NORMAL
FD004,115,10,184.53,70.21,70.4,NORMAL,NORMAL
FD004,115,11,183.53,66.9,78.75,NORMAL,NORMAL
FD004,115,12,182.53,61.94,93.68,WARNING,WARNING
FD004,115,13,181.53,59.96,96.73,WARNING,WARNING
FD004,115,14,180.53,58.96,95.89,WARNING,WARNING
FD004,115,15,179.53,59.02,90.75,WARNING,WARNING
FD004,115,16,178.53,66.28,56.84,NORMAL,NORMAL
FD004,115,17,177.53,65.23,56.14,NORMAL,NORMAL
FD004,115,18,176.53,63.71,57.35,NORMAL,NORMAL
FD004,115,19,175.53,65.67,44.65,NORMAL,NORMAL
FD004,115,20,174.53,64.2,45.64,NORMAL,NORMAL
FD004,115,21,173.53,62.66,46.91,NORMAL,NORMAL
FD004,115,22,172.53,57.42,63.0,NORMAL,WARNING
FD004,115,23,171.53,56.74,60.83,NORMAL,WARNING
FD004,115,24,170.53,47.0,94.92,WARNING,WARNING
FD004,115,25,169.53,49.56,79.81,NORMAL,WARNING
FD004,115,26,168.53,58.35,39.76,NORMAL,WARNING
FD004,115,27,167.53,63.59,13.92,NORMAL,NORMAL
FD004,115,28,166.53,59.6,25.0,NORMAL,WARNING
FD004,115,29,165.53,60.12,18.07,NORMAL,NORMAL
FD004,115,30,164.53,42.05,85.45,WARNING,WARNING
FD004,115,31,163.53,61.13,4.25,NORMAL,NORMAL
FD004,115,32,162.53,60.71,1.05,NORMAL,NORMAL
FD004,115,33,161.53,37.56,88.8,WARNING,WARNING
FD004,115,34,160.53,55.89,10.6,NORMAL,WARNING
FD004,115,35,159.53,47.2,40.47,NORMAL,WARNING
FD004,115,36,158.53,38.71,69.54,NORMAL,WARNING
FD004,115,37,157.53,38.75,64.52,NORMAL,WARNING
FD004,115,38,156.53,38.98,58.73,NORMAL,WARNING
FD004,115,39,155.53,39.83,50.44,NORMAL,WARNING
FD004,115,40,154.53,30.03,84.76,NORMAL,WARNING
FD004,115,41,153.53,46.38,14.47,NORMAL,WARNING
FD004,115,42,152.53,46.82,7.82,NORMAL,WARNING
FD004,115,43,151.53,37.69,39.47,NORMAL,WARNING
FD004,115,44,150.53,27.54,75.22,NORMAL,CRITICAL
FD004,115,45,149.53,38.52,26.43,NORMAL,WARNING
FD004,115,46,148.53,32.54,45.43,NORMAL,WARNING
FD004,115,47,147.53,37.8,19.55,NORMAL,WARNING
FD004,115,48,146.53,37.68,15.15,NORMAL,WARNING
FD004,115,49,145.53,18.9,85.37,WARNING,WARNING
FD004,115,50,144.53,17.43,86.37,WARNING,WARNING
FD004,115,51,143.53,35.7,8.43,NORMAL,WARNING
FD004,115,52,142.53,28.9,30.75,NORMAL,CRITICAL
FD004,115,53,141.53,28.62,27.0,NORMAL,CRITICAL
FD004,115,54,140.53,27.64,26.01,NORMAL,CRITICAL
FD004,115,55,139.53,28.54,17.57,NORMAL,CRITICAL
FD004,115,56,138.53,20.46,44.98,NORMAL,CRITICAL
FD004,115,57,137.53,25.05,21.76,NORMAL,CRITICAL
FD004,115,58,136.53,21.58,30.75,NORMAL,CRITICAL
FD004,115,59,135.53,18.93,36.47,NORMAL,CRITICAL
FD004,115,60,134.53,4.06,91.09,WARNING,WARNING
FD004,115,61,133.53,8.78,67.3,NORMAL,CRITICAL
FD004,115,62,132.53,2.96,85.71,WARNING,WARNING
FD004,115,63,131.53,0.0,95.92,WARNING,WARNING
FD004,115,64,130.53,12.2,39.0,NORMAL,CRITICAL
FD004,115,65,129.53,0.82,79.64,NORMAL,CRITICAL
FD004,115,66,128.53,6.98,50.12,NORMAL,CRITICAL
FD004,115,67,127.53,1.0,69.18,NORMAL,CRITICAL
FD004,115,68,126.53,0.73,65.39,NORMAL,CRITICAL
FD004,115,69,125.53,0.0,93.83,WARNING,WARNING
FD004,115,70,124.53,0.0,87.63,WARNING,WARNING
FD004,115,71,123.53,0.0,72.04,NORMAL,CRITICAL
FD004,115,72,122.53,0.0,97.82,CRITICAL,CRITICAL
FD004,115,73,121.53,3.42,30.21,NORMAL,CRITICAL
FD004,115,74,120.53,0.0,65.8,NORMAL,CRITICAL
FD004,115,75,119.53,0.0,76.28,NORMAL,CRITICAL
FD004,115,76,118.53,0.0,37.1,NORMAL,CRITICAL
FD004,115,77,117.53,4.94,4.61,NORMAL,CRITICAL
FD004,115,78,116.53,0.0,81.33,NORMAL,CRITICAL
FD004,115,79,115.53,2.53,4.52,NORMAL,CRITICAL
FD004,115,80,114.53,1.54,3.6,NORMAL,CRITICAL
FD004,115,81,113.53,0.0,23.78,NORMAL,CRITICAL
FD004,115,82,112.53,0.0,14.26,NORMAL,CRITICAL
FD004,116,1,179.69,74.73,98.61,NORMAL,NORMAL
FD004,116,2,178.69,74.1,98.61,NORMAL,NORMAL
FD004,116,3,177.69,73.22,99.68,NORMAL,NORMAL
FD004,116,4,176.69,72.61,99.61,NORMAL,NORMAL
FD004,116,5,175.69,72.6,97.19,NORMAL,NORMAL
FD004,116,6,174.69,73.86,89.64,NORMAL,NORMAL
FD004,116,7,173.69,73.01,90.56,NORMAL,NORMAL
FD004,116,8,172.69,74.09,83.75,NORMAL,NORMAL
FD004,116,9,171.69,72.55,87.45,NORMAL,NORMAL
FD004,116,10,170.69,80.17,54.48,NORMAL,NORMAL
FD004,116,11,169.69,74.09,76.31,NORMAL,NORMAL
FD004,116,12,168.69,74.29,73.03,NORMAL,NORMAL
FD004,116,13,167.69,77.48,57.78,NORMAL,NORMAL
FD004,116,14,166.69,75.11,64.79,NORMAL,NORMAL
FD004,116,15,165.69,71.65,76.13,NORMAL,NORMAL
FD004,116,16,164.69,67.34,90.9,WARNING,WARNING
FD004,116,17,163.69,84.8,18.55,NORMAL,NORMAL
FD004,116,18,162.69,86.62,8.79,NORMAL,NORMAL
FD004,116,19,161.69,74.48,54.88,NORMAL,NORMAL
FD004,116,20,160.69,72.1,61.9,NORMAL,NORMAL
FD004,116,21,159.69,73.51,53.8,NORMAL,NORMAL
FD004,116,22,158.69,63.8,90.15,WARNING,WARNING
FD004,116,23,157.69,68.57,68.59,NORMAL,NORMAL
FD004,116,24,156.69,77.88,28.84,NORMAL,NORMAL
FD004,116,25,155.69,82.27,8.8,NORMAL,NORMAL
FD004,116,26,154.69,63.76,80.38,NORMAL,NORMAL
FD004,116,27,153.69,61.44,87.16,WARNING,WARNING
FD004,116,28,152.69,65.14,69.88,NORMAL,NORMAL
FD004,116,29,151.69,63.8,72.77,NORMAL,NORMAL
FD004,116,30,150.69,62.42,75.77,NORMAL,NORMAL
FD004,116,31,149.69,61.68,76.25,NORMAL,NORMAL
FD004,116,32,148.69,60.96,76.66,NORMAL,NORMAL
FD004,116,33,147.69,66.09,53.67,NORMAL,NORMAL
FD004,116,34,146.69,69.84,36.15,NORMAL,NORMAL
FD004,116,35,145.69,71.05,28.85,NORMAL,NORMAL
FD004,116,36,144.69,59.54,72.4,NORMAL,WARNING
FD004,116,37,143.69,58.81,72.83,NORMAL,WARNING
FD004,116,38,142.69,66.82,38.32,NORMAL,NORMAL
FD004,116,39,141.69,67.17,34.41,NORMAL,NORMAL
FD004,116,40,140.69,59.93,60.92,NORMAL,WARNING
FD004,116,41,139.69,55.19,77.37,NORMAL,WARNING
FD004,116,42,138.69,65.22,34.78,NORMAL,NORMAL
FD004,116,43,137.69,48.8,97.97,CRITICAL,CRITICAL
FD004,116,44,136.69,71.58,4.36,NORMAL,NORMAL
FD004,116,45,135.69,65.56,25.97,NORMAL,NORMAL
FD004,116,46,134.69,70.54,3.57,NORMAL,NORMAL
FD004,116,47,133.69,69.87,3.73,NORMAL,NORMAL
FD004,116,48,132.69,56.32,55.48,NORMAL,WARNING
FD004,116,49,131.69,68.54,4.12,NORMAL,NORMAL
FD004,116,50,130.69,67.73,4.87,NORMAL,NORMAL
FD004,116,51,129.69,62.24,24.32,NORMAL,NORMAL
FD004,116,52,128.69,63.35,17.41,NORMAL,NORMAL
FD004,116,53,127.69,46.54,82.18,NORMAL,WARNING
FD004,116,54,126.69,62.86,14.41,NORMAL,NORMAL
FD004,116,55,125.69,52.24,54.38,NORMAL,WARNING
FD004,116,56,124.69,59.15,24.26,NORMAL,WARNING
FD004,116,57,123.69,52.36,48.95,NORMAL,WARNING
FD004,116,58,122.69,58.62,21.43,NORMAL,WARNING
FD004,116,59,121.69,53.7,38.6,NORMAL,WARNING
FD004,116,60,120.69,40.96,87.09,WARNING,WARNING
FD004,116,61,119.69,52.8,37.25,NORMAL,WARNING
FD004,116,62,118.69,43.42,72.28,NORMAL,WARNING
FD004,116,63,117.69,55.43,21.78,NORMAL,WARNING
FD004,116,64,116.69,54.65,22.4,NORMAL,WARNING
FD004,116,65,115.69,38.46,84.65,NORMAL,WARNING
FD004,116,66,114.69,36.94,88.28,WARNING,WARNING
FD004,116,67,113.69,44.83,54.2,NORMAL,WARNING
FD004,116,68,112.69,44.76,52.02,NORMAL,WARNING
FD004,116,69,111.69,52.03,20.46,NORMAL,WARNING
FD004,116,70,110.69,45.34,44.71,NORMAL,WARNING
FD004,116,71,109.69,52.79,12.44,NORMAL,WARNING
FD004,116,72,108.69,47.99,29.17,NORMAL,WARNING
FD004,116,73,107.69,51.92,10.93,NORMAL,WARNING
FD004,116,74,106.69,36.58,69.82,NORMAL,WARNING
FD004,116,75,105.69,40.77,50.6,NORMAL,WARNING
FD004,116,76,104.69,50.1,10.77,NORMAL,WARNING
FD004,116,77,103.69,50.34,7.34,NORMAL,WARNING
FD004,116,78,102.69,50.96,2.37,NORMAL,WARNING
FD004,116,79,101.69,49.39,6.17,NORMAL,WARNING
FD004,116,80,100.69,33.38,67.72,NORMAL,WARNING
FD004,116,81,99.69,34.7,59.96,NORMAL,WARNING
FD004,116,82,98.69,24.67,97.6,CRITICAL,CRITICAL
FD004,116,83,97.69,23.92,98.11,CRITICAL,CRITICAL
FD004,116,84,96.69,34.28,54.18,NORMAL,WARNING
FD004,116,85,95.69,24.81,89.6,WARNING,WARNING
FD004,116,86,94.69,29.1,69.95,NORMAL,CRITICAL
FD004,116,87,93.69,37.18,35.14,NORMAL,WARNING
FD004,116,88,92.69,45.17,0.7,NORMAL,WARNING
FD004,116,89,91.69,27.63,68.36,NORMAL,CRITICAL
FD004,116,90,90.69,28.57,62.13,NORMAL,CRITICAL
FD004,116,91,89.69,37.54,23.74,NORMAL,WARNING
FD004,116,92,88.69,35.11,30.97,NORMAL,WARNING
FD004,116,93,87.69,34.78,29.82,NORMAL,WARNING
FD004,116,94,86.69,37.4,16.85,NORMAL,WARNING
FD004,116,95,85.69,38.48,10.07,NORMAL,WARNING
FD004,116,96,84.69,28.66,46.84,NORMAL,CRITICAL
FD004,116,97,83.69,25.84,55.63,NORMAL,CRITICAL
FD004,116,98,82.69,17.96,84.69,NORMAL,CRITICAL
FD004,116,99,81.69,37.91,2.39,NORMAL,WARNING
FD004,116,100,80.69,15.08,91.24,WARNING,WARNING
FD004,116,101,79.69,23.57,54.77,NORMAL,CRITICAL
FD004,116,102,78.69,35.92,2.92,NORMAL,WARNING
FD004,116,103,77.69,19.52,66.03,NORMAL,CRITICAL
FD004,116,104,76.69,17.53,71.5,NORMAL,CRITICAL
FD004,116,105,75.69,10.88,95.59,WARNING,WARNING
FD004,116,106,74.69,13.56,82.42,NORMAL,CRITICAL
FD004,116,107,73.69,14.67,75.5,NORMAL,CRITICAL
FD004,116,108,72.69,12.64,81.12,NORMAL,CRITICAL
FD004,116,109,71.69,8.37,95.72,WARNING,WARNING
FD004,116,110,70.69,7.87,95.24,WARNING,WARNING
FD004,116,111,69.69,16.38,58.71,NORMAL,CRITICAL
FD004,116,112,68.69,13.51,67.7,NORMAL,CRITICAL
FD004,116,113,67.69,21.36,33.8,NORMAL,CRITICAL
FD004,116,114,66.69,25.8,13.57,NORMAL,CRITICAL
FD004,116,115,65.69,26.59,7.92,NORMAL,CRITICAL
FD004,116,116,64.69,11.96,63.98,NORMAL,CRITICAL
FD004,116,117,63.69,10.26,68.27,NORMAL,CRITICAL
FD004,116,118,62.69,13.98,50.89,NORMAL,CRITICAL
FD004,116,119,61.69,10.65,61.74,NORMAL,CRITICAL
FD004,116,120,60.69,4.03,85.73,WARNING,WARNING
FD004,116,121,59.69,0.29,98.2,CRITICAL,CRITICAL
FD004,116,122,58.69,1.53,90.76,WARNING,WARNING
FD004,116,123,57.69,20.17,13.72,NORMAL,CRITICAL
FD004,116,124,56.69,16.34,26.56,NORMAL,CRITICAL
FD004,116,125,55.69,14.65,30.83,NORMAL,CRITICAL
FD004,116,126,54.69,4.73,68.02,NORMAL,CRITICAL
FD004,116,127,53.69,3.83,69.14,NORMAL,CRITICAL
FD004,116,128,52.69,0.0,94.48,WARNING,WARNING
FD004,116,129,51.69,0.08,79.17,NORMAL,CRITICAL
FD004,116,130,50.69,0.28,75.9,NORMAL,CRITICAL
FD004,116,131,49.69,6.26,49.5,NORMAL,CRITICAL
FD004,116,132,48.69,7.21,43.23,NORMAL,CRITICAL
FD004,116,133,47.69,9.91,29.94,NORMAL,CRITICAL
FD004,116,134,46.69,0.0,74.51,NORMAL,CRITICAL
FD004,116,135,45.69,0.0,83.96,NORMAL,CRITICAL
FD004,116,136,44.69,7.12,33.63,NORMAL,CRITICAL
FD004,116,137,43.69,7.41,29.97,NORMAL,CRITICAL
FD004,116,138,42.69,0.0,62.37,NORMAL,CRITICAL
FD004,116,139,41.69,7.98,22.72,NORMAL,CRITICAL
FD004,116,140,40.69,7.32,22.89,NORMAL,CRITICAL
FD004,116,141,39.69,7.64,19.14,NORMAL,CRITICAL
FD004,116,142,38.69,7.68,16.47,NORMAL,CRITICAL
FD004,116,143,37.69,8.29,11.56,NORMAL,CRITICAL
FD004,116,144,36.69,7.92,10.57,NORMAL,CRITICAL
FD004,116,145,35.69,0.0,91.14,WARNING,WARNING
FD004,116,146,34.69,0.0,81.42,NORMAL,CRITICAL
FD004,116,147,33.69,7.76,3.75,NORMAL,CRITICAL
FD004,116,148,32.69,7.97,0.41,NORMAL,CRITICAL
FD004,116,149,31.69,0.0,33.13,NORMAL,CRITICAL
FD004,116,150,30.69,0.0,60.76,NORMAL,CRITICAL
FD004,116,151,29.69,4.99,4.88,NORMAL,CRITICAL
FD004,116,152,28.69,4.26,5.3,NORMAL,CRITICAL
FD004,116,153,27.69,3.81,4.65,NORMAL,CRITICAL
FD004,116,154,26.69,2.99,5.43,NORMAL,CRITICAL
FD004,116,155,25.69,0.0,63.83,NORMAL,CRITICAL
FD004,116,156,24.69,0.0,94.43,WARNING,WARNING
FD004,116,157,23.69,0.0,98.02,CRITICAL,CRITICAL
FD004,116,158,22.69,0.0,90.02,WARNING,WARNING
FD004,116,159,21.69,0.0,76.24,NORMAL,CRITICAL
FD004,116,160,20.69,0.0,31.64,NORMAL,CRITICAL
FD004,116,161,19.69,0.0,91.79,WARNING,WARNING
FD004,117,1,202.1,74.32,98.61,NORMAL,NORMAL
FD004,117,2,201.1,73.36,98.32,NORMAL,NORMAL
FD004,117,3,200.1,74.62,89.13,NORMAL,NORMAL
FD004,117,4,199.1,72.43,93.79,NORMAL,NORMAL
FD004,117,5,198.1,71.55,93.2,NORMAL,NORMAL
FD004,117,6,197.1,70.6,92.86,NORMAL,NORMAL
FD004,117,7,196.1,68.64,96.56,NORMAL,NORMAL
FD004,117,8,195.1,68.14,94.46,NORMAL,NORMAL
FD004,117,9,194.1,65.77,99.79,NORMAL,NORMAL
FD004,117,10,193.1,71.79,71.6,NORMAL,NORMAL
FD004,117,11,192.1,71.08,70.3,NORMAL,NORMAL
FD004,117,12,191.1,66.4,84.93,NORMAL,NORMAL
FD004,117,13,190.1,65.26,85.34,WARNING,WARNING
FD004,117,14,189.1,63.41,88.63,WARNING,WARNING
FD004,117,15,188.1,65.41,76.49,NORMAL,NORMAL
FD004,117,16,187.1,62.85,82.64,NORMAL,NORMAL
FD004,117,17,186.1,66.0,65.89,NORMAL,NORMAL
FD004,117,18,185.1,70.64,43.2,NORMAL,NORMAL
FD004,117,19,184.1,78.95,5.87,NORMAL,NORMAL
FD004,117,20,183.1,74.42,19.85,NORMAL,NORMAL
FD004,117,21,182.1,65.09,53.06,NORMAL,NORMAL
FD004,117,22,181.1,62.98,57.36,NORMAL,NORMAL
FD004,117,23,180.1,58.4,71.54,NORMAL,WARNING
FD004,117,24,179.1,59.76,61.98,NORMAL,WARNING
FD004,117,25,178.1,59.11,60.46,NORMAL,WARNING
FD004,117,26,177.1,57.57,62.52,NORMAL,WARNING
FD004,117,27,176.1,61.12,44.19,NORMAL,NORMAL
FD004,117,28,175.1,60.39,42.97,NORMAL,NORMAL
FD004,117,29,174.1,58.78,45.31,NORMAL,WARNING
FD004,117,30,173.1,54.9,56.69,NORMAL,WARNING
FD004,117,31,172.1,56.12,47.67,NORMAL,WARNING
FD004,117,32,171.1,45.35,86.63,WARNING,WARNING
FD004,117,33,170.1,52.24,54.94,NORMAL,WARNING
FD004,117,34,169.1,57.21,30.95,NORMAL,WARNING
FD004,117,35,168.1,40.22,94.79,WARNING,WARNING
FD004,117,36,167.1,39.28,94.43,WARNING,WARNING
FD004,117,37,166.1,37.07,99.15,CRITICAL,CRITICAL
FD004,117,38,165.1,46.03,59.18,NORMAL,WARNING
FD004,117,39,164.1,41.63,72.66,NORMAL,WARNING
FD004,117,40,163.1,34.23,98.11,CRITICAL,CRITICAL
FD004,117,41,162.1,38.53,76.79,NORMAL,WARNING
FD004,117,42,161.1,41.53,60.68,NORMAL,WARNING
FD004,117,43,160.1,42.19,53.9,NORMAL,WARNING
FD004,117,44,159.1,36.04,74.4,NORMAL,WARNING
FD004,117,45,158.1,44.84,35.07,NORMAL,WARNING
FD004,117,46,157.1,45.45,28.52,NORMAL,WARNING
FD004,117,47,156.1,50.4,4.58,NORMAL,WARNING
FD004,117,48,155.1,49.32,4.77,NORMAL,WARNING
FD004,117,49,154.1,34.81,58.7,NORMAL,WARNING
FD004,117,50,153.1,43.9,18.2,NORMAL,WARNING
FD004,117,51,152.1,46.16,5.07,NORMAL,WARNING
FD004,117,52,151.1,45.26,4.54,NORMAL,WARNING
FD004,117,53,150.1,44.16,4.82,NORMAL,WARNING
FD004,117,54,149.1,31.37,51.84,NORMAL,WARNING
FD004,117,55,148.1,24.13,76.68,NORMAL,CRITICAL
FD004,117,56,147.1,29.51,51.01,NORMAL,CRITICAL
FD004,117,57,146.1,30.13,44.43,NORMAL,WARNING
FD004,117,58,145.1,28.25,47.82,NORMAL,CRITICAL
FD004,117,59,144.1,23.26,63.68,NORMAL,CRITICAL
FD004,117,60,143.1,23.47,58.71,NORMAL,CRITICAL
FD004,117,61,142.1,19.04,72.3,NORMAL,CRITICAL
FD004,117,62,141.1,12.91,92.67,WARNING,WARNING
FD004,117,63,140.1,25.47,38.32,NORMAL,CRITICAL
FD004,117,64,139.1,32.27,7.02,NORMAL,WARNING
FD004,117,65,138.1,29.47,14.06,NORMAL,CRITICAL
FD004,117,66,137.1,21.02,43.74,NORMAL,CRITICAL
FD004,117,67,136.1,29.48,5.78,NORMAL,CRITICAL
FD004,117,68,135.1,28.43,5.87,NORMAL,CRITICAL
FD004,117,69,134.1,14.6,57.08,NORMAL,CRITICAL
FD004,117,70,133.1,26.07,7.04,NORMAL,CRITICAL
FD004,117,71,132.1,24.51,9.19,NORMAL,CRITICAL
FD004,117,72,131.1,23.93,7.35,NORMAL,CRITICAL
FD004,117,73,130.1,14.16,42.33,NORMAL,CRITICAL
FD004,117,74,129.1,17.92,23.17,NORMAL,CRITICAL
FD004,117,75,128.1,22.32,1.43,NORMAL,CRITICAL
FD004,117,76,127.1,6.8,59.39,NORMAL,CRITICAL
FD004,117,77,126.1,1.31,77.24,NORMAL,CRITICAL
FD004,117,78,125.1,11.12,33.88,NORMAL,CRITICAL
FD004,117,79,124.1,2.28,65.12,NORMAL,CRITICAL
FD004,117,80,123.1,12.56,19.87,NORMAL,CRITICAL
FD004,117,81,122.1,12.3,16.77,NORMAL,CRITICAL
FD004,117,82,121.1,10.99,17.9,NORMAL,CRITICAL
FD004,117,83,120.1,10.21,16.9,NORMAL,CRITICAL
FD004,117,84,119.1,9.88,14.08,NORMAL,CRITICAL
FD004,117,85,118.1,3.16,36.83,NORMAL,CRITICAL
FD004,117,86,117.1,0.0,66.1,NORMAL,CRITICAL
FD004,117,87,116.1,0.0,64.65,NORMAL,CRITICAL
FD004,117,88,115.1,4.38,19.6,NORMAL,CRITICAL
FD004,117,89,114.1,0.0,58.82,NORMAL,CRITICAL
FD004,117,90,113.1,0.0,79.04,NORMAL,CRITICAL
FD004,117,91,112.1,0.0,97.81,CRITICAL,CRITICAL
FD004,117,92,111.1,0.0,32.31,NORMAL,CRITICAL
FD004,117,93,110.1,0.0,20.36,NORMAL,CRITICAL
FD004,117,94,109.1,2.38,2.86,NORMAL,CRITICAL
FD004,117,95,108.1,0.0,51.58,NORMAL,CRITICAL
FD004,117,96,107.1,0.0,21.56,NORMAL,CRITICAL
FD004,117,97,106.1,0.0,5.57,NORMAL,CRITICAL
