dataset,engine_id,actual_RUL,predicted_RUL,error,cycle,health_score,anomaly_score,anomaly_status,risk_level,priority_score,maintenance_priority,maintenance_recommendation,top_abnormal_sensors
FD002,122,145.0,195.13725,50.13725280761719,185,72.38,92.0739,WARNING,HIGH,36.83,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 195.1 cycles.,"sensor_11, sensor_12, sensor_7"
FD001,12,124.0,101.19846,-22.801536560058594,170,68.46,68.5716,NORMAL,LOW,36.83,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 101.2 cycles.,"sensor_17, sensor_20, sensor_8"
FD001,88,115.0,118.5614,3.5614013671875,213,72.1,90.2138,WARNING,HIGH,36.8,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 118.6 cycles.,"sensor_11, sensor_9, sensor_14"
FD004,162,84.0,89.9358,5.935798645019531,313,66.15,54.378,NORMAL,LOW,36.78,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 89.9 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,175,123.0,70.64842,-52.35157775878906,156,62.17,30.1507,NORMAL,MEDIUM,36.74,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 70.6 cycles.,"sensor_14, sensor_10"
FD004,21,91.0,132.53745,41.537445068359375,227,72.55,91.5166,WARNING,HIGH,36.61,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 132.5 cycles.,"sensor_5, sensor_6, sensor_14"
FD002,150,34.0,49.112896,15.112895965576172,222,57.89,2.5149,NORMAL,HIGH,36.45,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 49.1 cycles.,"sensor_5, sensor_6, sensor_21"
FD003,18,132.0,173.08537,41.08537292480469,447,72.67,91.0882,WARNING,HIGH,36.44,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 173.1 cycles.,"sensor_12, sensor_9, sensor_7"
FD004,18,104.0,97.14983,-6.850166320800781,343,68.05,62.0794,NORMAL,LOW,36.26,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 97.1 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,95,171.0,99.80939,-71.19061279296875,239,68.69,65.0933,NORMAL,LOW,36.13,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 99.8 cycles.,"sensor_5, sensor_6, sensor_8"
FD004,144,162.0,171.5626,9.562606811523438,297,72.92,90.2692,WARNING,HIGH,36.11,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 171.6 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,74,89.0,127.231186,38.23118591308594,244,72.93,90.217,WARNING,HIGH,36.09,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 127.2 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,149,76.0,95.52639,19.526390075683594,261,67.86,59.5471,NORMAL,LOW,36.06,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 95.5 cycles.,"sensor_16, sensor_18, sensor_8"
FD003,67,92.0,82.15145,-9.848548889160156,263,65.11,42.7144,NORMAL,LOW,36.01,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 82.2 cycles.,"sensor_3, sensor_14, sensor_11"
FD004,96,71.0,100.86067,29.860671997070312,270,69.07,65.8705,NORMAL,LOW,35.92,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 100.9 cycles.,"sensor_1, sensor_16, sensor_5"
FD002,240,121.0,152.66228,31.662277221679688,266,73.08,89.7301,WARNING,HIGH,35.89,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 152.7 cycles.,"sensor_15, sensor_7, sensor_12"
FD004,210,88.0,88.51544,0.51544189453125,167,66.54,50.3094,NORMAL,LOW,35.87,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 88.5 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,93,154.0,165.3958,11.395797729492188,196,73.11,89.6439,WARNING,HIGH,35.86,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 165.4 cycles.,"sensor_12, sensor_7, sensor_6"
FD004,200,96.0,78.73591,-17.26409149169922,225,64.54,37.9516,NORMAL,MEDIUM,35.81,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 78.7 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,204,151.0,173.52707,22.527069091796875,211,73.2,89.3304,WARNING,HIGH,35.73,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 173.5 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,67,86.0,86.40125,0.4012527465820312,145,66.22,47.2851,NORMAL,LOW,35.71,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 86.4 cycles.,"sensor_13, sensor_19, sensor_14"
FD003,23,78.0,65.92813,-12.071868896484377,196,61.97,21.6141,NORMAL,MEDIUM,35.68,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 65.9 cycles.,"sensor_12, sensor_21, sensor_8"
FD004,203,167.0,249.0614,82.0614013671875,324,73.25,89.1525,WARNING,HIGH,35.66,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 249.1 cycles.,"sensor_16, sensor_5, sensor_21"
FD004,81,96.0,152.15338,56.15338134765625,187,73.26,89.1264,WARNING,HIGH,35.65,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 152.2 cycles.,"sensor_13, sensor_18, sensor_8"
FD004,122,192.0,219.20615,27.206146240234375,174,73.31,88.968,WARNING,HIGH,35.59,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 219.2 cycles.,"sensor_19, sensor_13, sensor_14"
FD002,140,55.0,50.684246,-4.315753936767578,214,58.95,2.0499,NORMAL,MEDIUM,35.48,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 50.7 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,86,70.0,57.447193,-12.552806854248049,232,60.53,9.9251,NORMAL,MEDIUM,35.25,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 57.4 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,200,174.0,126.62671,-47.373291015625,227,73.61,87.9574,WARNING,HIGH,35.18,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 126.6 cycles.,"sensor_16, sensor_18, sensor_8"
FD002,147,92.0,116.43287,24.43286895751953,207,72.88,83.4781,NORMAL,MEDIUM,35.17,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 116.4 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,79,78.0,138.78307,60.78306579589844,218,73.71,87.621,WARNING,HIGH,35.05,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 138.8 cycles.,"sensor_5, sensor_6, sensor_1"
FD001,25,145.0,164.20784,19.207839965820312,230,73.73,87.5527,WARNING,HIGH,35.02,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 164.2 cycles.,"sensor_17, sensor_9, sensor_8"
FD002,37,151.0,151.17186,0.1718597412109375,210,73.76,87.4812,WARNING,HIGH,34.99,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 151.2 cycles.,"sensor_1, sensor_6, sensor_7"
FD001,69,121.0,156.30516,35.30516052246094,362,73.77,87.4267,WARNING,HIGH,34.97,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 156.3 cycles.,"sensor_14, sensor_13, sensor_21"
FD003,95,127.0,149.54802,22.548019409179688,166,73.79,87.3544,WARNING,HIGH,34.94,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 149.5 cycles.,"sensor_11, sensor_14, sensor_9"
FD002,77,94.0,120.05268,26.05268096923828,185,73.8,87.3472,WARNING,HIGH,34.94,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 120.1 cycles.,"sensor_12, sensor_7, sensor_6"
FD003,47,137.0,153.36201,16.362014770507812,269,73.93,86.9013,WARNING,HIGH,34.76,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 153.4 cycles.,"sensor_2, sensor_13, sensor_20"
FD003,8,55.0,59.93947,4.9394683837890625,267,61.45,11.7112,NORMAL,MEDIUM,34.71,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 59.9 cycles.,"sensor_17, sensor_8, sensor_12"
FD003,5,101.0,166.7413,65.74130249023438,213,74.07,86.4199,WARNING,HIGH,34.57,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 166.7 cycles.,"sensor_11, sensor_3, sensor_9"
FD004,136,122.0,137.04945,15.049453735351562,205,74.09,86.3753,WARNING,HIGH,34.55,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 137.0 cycles.,"sensor_12, sensor_7, sensor_10"
FD004,132,116.0,96.428604,-19.57139587402344,254,69.18,56.8956,NORMAL,LOW,34.54,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 96.4 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,75,98.0,91.4846,-6.515403747558594,231,68.19,50.5925,NORMAL,LOW,34.49,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 91.5 cycles.,"sensor_10, sensor_20, sensor_12"
FD002,144,43.0,54.566715,11.566715240478516,224,60.68,3.8245,NORMAL,MEDIUM,34.25,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 54.6 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,207,85.0,66.447914,-18.552085876464844,184,63.21,18.5029,NORMAL,MEDIUM,34.18,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 66.4 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,246,194.0,199.30846,5.3084564208984375,161,74.44,85.1998,WARNING,HIGH,34.08,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 199.3 cycles.,"sensor_19, sensor_13, sensor_14"
FD002,157,171.0,124.69993,-46.300071716308594,237,74.49,85.0183,WARNING,HIGH,34.01,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 124.7 cycles.,"sensor_14, sensor_10, sensor_15"
FD004,226,88.0,130.6239,42.6239013671875,194,74.56,84.79,NORMAL,MEDIUM,33.92,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 130.6 cycles.,"sensor_12, sensor_7, sensor_6"
FD003,65,115.0,200.806,85.80599975585938,234,74.6,84.6521,NORMAL,MEDIUM,33.86,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 200.8 cycles.,"sensor_17, sensor_4, sensor_8"
FD002,13,30.0,55.648663,25.648662567138672,227,61.58,2.9483,NORMAL,MEDIUM,33.35,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 55.6 cycles.,"sensor_1, sensor_16, sensor_5"
FD003,93,67.0,188.33417,121.33416748046876,171,75.0,83.3495,NORMAL,MEDIUM,33.34,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 188.3 cycles.,"sensor_12, sensor_13, sensor_21"
FD002,31,75.0,144.83626,69.83625793457031,343,75.06,83.147,NORMAL,MEDIUM,33.26,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 144.8 cycles.,"sensor_6, sensor_5, sensor_12"
FD002,174,95.0,142.42647,47.42646789550781,193,75.15,82.8475,NORMAL,MEDIUM,33.14,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 142.4 cycles.,"sensor_5, sensor_6, sensor_20"
FD001,10,96.0,102.09519,6.095191955566406,222,71.47,60.2976,NORMAL,LOW,33.07,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 102.1 cycles.,"sensor_7, sensor_4, sensor_17"
FD003,61,129.0,285.95294,156.95294189453125,199,75.29,82.3706,NORMAL,MEDIUM,32.95,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 286.0 cycles.,"sensor_17, sensor_12, sensor_9"
FD004,160,83.0,149.78665,66.78665161132812,187,75.32,82.256,NORMAL,MEDIUM,32.9,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 149.8 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,192,71.0,82.309746,11.30974578857422,190,67.53,34.9312,NORMAL,LOW,32.82,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 82.3 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,82,74.0,90.804794,16.804794311523438,200,69.3,45.5514,NORMAL,LOW,32.82,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 90.8 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,199,92.0,56.819065,-35.18093490600586,176,62.23,3.0335,NORMAL,MEDIUM,32.8,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 56.8 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,92,73.0,92.194664,19.194664001464844,188,69.83,46.4908,NORMAL,LOW,32.5,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 92.2 cycles.,"sensor_14, sensor_16, sensor_11"
FD002,169,135.0,107.08298,-27.917022705078125,185,72.95,65.0514,NORMAL,LOW,32.48,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 107.1 cycles.,"sensor_13, sensor_16, sensor_11"
FD002,137,88.0,85.781265,-2.2187347412109375,148,68.52,38.388,NORMAL,LOW,32.46,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 85.8 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,60,73.0,77.91147,4.911468505859375,177,66.96,28.3004,NORMAL,MEDIUM,32.36,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 77.9 cycles.,"sensor_16, sensor_2, sensor_1"
FD004,161,82.0,114.24688,32.24687957763672,303,74.54,73.6959,NORMAL,MEDIUM,32.35,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 114.2 cycles.,"sensor_12, sensor_7, sensor_20"
FD003,54,87.0,165.69572,78.69572448730469,194,75.84,80.5461,NORMAL,MEDIUM,32.22,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 165.7 cycles.,"sensor_8, sensor_15, sensor_11"
FD004,77,25.0,71.95632,46.956321716308594,148,65.92,20.1914,NORMAL,MEDIUM,32.1,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 72.0 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,71,148.0,156.33704,8.3370361328125,194,76.05,79.8397,NORMAL,MEDIUM,31.94,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 156.3 cycles.,"sensor_12, sensor_7, sensor_6"
FD004,76,163.0,205.11269,42.11268615722656,152,76.04,79.8609,NORMAL,MEDIUM,31.94,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 205.1 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,166,72.0,161.13036,89.13035583496094,269,76.06,79.8005,NORMAL,MEDIUM,31.92,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 161.1 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,3,107.0,86.71539,-20.28460693359375,307,69.19,37.9827,NORMAL,LOW,31.84,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 86.7 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,51,98.0,172.99883,74.99882507324219,293,76.3,79.0026,NORMAL,MEDIUM,31.6,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 173.0 cycles.,"sensor_21, sensor_20, sensor_5"
FD002,17,68.0,88.09069,20.09069061279297,180,69.74,38.8288,NORMAL,LOW,31.49,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 88.1 cycles.,"sensor_16, sensor_11, sensor_3"
FD002,2,79.0,133.20111,54.20111083984375,269,76.57,78.0911,NORMAL,MEDIUM,31.24,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 133.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,147,56.0,63.80466,7.804660797119141,234,65.03,7.3079,NORMAL,MEDIUM,31.02,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 63.8 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,2,39.0,69.74443,30.744430541992188,299,66.34,14.4737,NORMAL,MEDIUM,30.92,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 69.7 cycles.,"sensor_5, sensor_1, sensor_6"
FD001,8,95.0,85.98873,-9.011268615722656,150,69.74,34.7438,NORMAL,LOW,30.9,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 86.0 cycles.,"sensor_4, sensor_15, sensor_20"
FD001,2,98.0,158.23827,60.23826599121094,287,76.9,77.0103,NORMAL,MEDIUM,30.8,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 158.2 cycles.,"sensor_3, sensor_9, sensor_14"
FD001,95,128.0,120.90198,-7.0980224609375,283,76.92,76.9328,NORMAL,MEDIUM,30.77,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 120.9 cycles.,"sensor_15, sensor_12, sensor_3"
FD004,156,133.0,176.82915,43.82914733886719,139,76.92,76.9221,NORMAL,MEDIUM,30.77,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 176.8 cycles.,"sensor_15, sensor_12, sensor_7"
FD004,5,149.0,136.2943,-12.705703735351562,193,77.1,76.3441,NORMAL,MEDIUM,30.54,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 136.3 cycles.,"sensor_5, sensor_6, sensor_20"
FD001,19,87.0,115.08878,28.088783264160156,158,76.08,70.1953,NORMAL,MEDIUM,30.53,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 115.1 cycles.,"sensor_21, sensor_9, sensor_13"
FD004,124,86.0,74.17818,-11.821823120117188,170,67.59,18.9407,NORMAL,MEDIUM,30.49,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 74.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD001,65,128.0,174.3108,46.31080627441406,153,77.13,76.2203,NORMAL,MEDIUM,30.49,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 174.3 cycles.,"sensor_9, sensor_20, sensor_13"
FD002,26,163.0,158.71906,-4.28094482421875,187,77.17,76.1082,NORMAL,MEDIUM,30.44,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 158.7 cycles.,"sensor_19, sensor_13, sensor_14"
FD002,121,67.0,131.52637,64.5263671875,210,77.17,76.0896,NORMAL,MEDIUM,30.44,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 131.5 cycles.,"sensor_11, sensor_4, sensor_12"
FD004,127,195.0,220.67155,25.671554565429688,235,77.22,75.9392,NORMAL,MEDIUM,30.38,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 220.7 cycles.,"sensor_5, sensor_21, sensor_20"
FD001,7,91.0,114.0345,23.034500122070312,259,76.06,68.1886,NORMAL,LOW,30.26,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 114.0 cycles.,"sensor_7, sensor_4, sensor_8"
FD002,23,142.0,146.86458,4.8645782470703125,211,77.46,75.1446,NORMAL,MEDIUM,30.06,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 146.9 cycles.,"sensor_5, sensor_6, sensor_1"
FD003,35,87.0,109.35243,22.35243225097656,231,75.29,61.6626,NORMAL,LOW,29.99,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 109.4 cycles.,"sensor_12, sensor_4, sensor_20"
FD003,70,63.0,125.973076,62.97307586669922,172,77.51,74.9798,NORMAL,MEDIUM,29.99,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 126.0 cycles.,"sensor_7, sensor_2, sensor_12"
FD002,251,84.0,138.27386,54.27386474609375,266,77.52,74.9344,NORMAL,MEDIUM,29.97,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 138.3 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,203,192.0,139.51476,-52.48524475097656,269,77.56,74.7912,NORMAL,MEDIUM,29.92,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 139.5 cycles.,"sensor_21, sensor_20, sensor_5"
FD004,83,172.0,126.959526,-45.04047393798828,184,77.67,74.4404,NORMAL,MEDIUM,29.78,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 127.0 cycles.,"sensor_13, sensor_19, sensor_15"
FD002,196,93.0,116.15797,23.15796661376953,239,76.88,69.5939,NORMAL,LOW,29.76,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 116.2 cycles.,"sensor_10, sensor_16, sensor_15"
FD004,37,89.0,68.03741,-20.96259307861328,388,66.87,9.3879,NORMAL,MEDIUM,29.74,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 68.0 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,236,75.0,122.62861,47.62860870361328,225,77.75,74.171,NORMAL,MEDIUM,29.67,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 122.6 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,188,135.0,120.25649,-14.743507385253906,254,77.81,73.9784,NORMAL,MEDIUM,29.59,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 120.3 cycles.,"sensor_10, sensor_7, sensor_12"
FD002,163,88.0,70.45296,-17.547042846679688,203,67.52,11.9403,NORMAL,MEDIUM,29.55,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 70.5 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,94,129.0,153.9168,24.916793823242188,249,77.91,73.629,NORMAL,MEDIUM,29.45,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 153.9 cycles.,"sensor_13, sensor_20, sensor_21"
FD004,193,104.0,99.049065,-4.950935363769531,197,73.64,47.1289,NORMAL,LOW,29.33,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 99.0 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,247,112.0,82.04864,-29.95136260986328,211,70.21,25.5188,NORMAL,LOW,29.18,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 82.0 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,142,108.0,225.18205,117.18205261230467,209,78.13,72.9089,NORMAL,MEDIUM,29.16,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 225.2 cycles.,"sensor_14, sensor_11, sensor_4"
FD002,16,67.0,108.53571,41.53571319580078,154,75.81,58.3419,NORMAL,LOW,29.07,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 108.5 cycles.,"sensor_13, sensor_19, sensor_14"
FD001,54,97.0,139.3652,42.365203857421875,257,78.25,72.5025,NORMAL,MEDIUM,29.0,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 139.4 cycles.,"sensor_4, sensor_11, sensor_17"
FD002,204,121.0,159.69446,38.6944580078125,237,78.37,72.0921,NORMAL,MEDIUM,28.84,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 159.7 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,83,146.0,167.85426,21.854263305664062,170,78.43,71.8912,NORMAL,MEDIUM,28.76,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 167.9 cycles.,"sensor_16, sensor_2, sensor_8"
FD001,78,107.0,182.19646,75.19645690917969,231,78.43,71.887,NORMAL,MEDIUM,28.75,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 182.2 cycles.,"sensor_12, sensor_3, sensor_8"
FD001,15,83.0,149.53687,66.536865234375,207,78.48,71.727,NORMAL,MEDIUM,28.69,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 149.5 cycles.,"sensor_9, sensor_11, sensor_8"
FD001,6,93.0,102.06118,9.061180114746094,188,74.82,49.0669,NORMAL,LOW,28.6,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 102.1 cycles.,"sensor_14, sensor_12, sensor_7"
FD004,78,74.0,123.22776,49.227760314941406,250,78.62,71.2616,NORMAL,MEDIUM,28.5,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 123.2 cycles.,"sensor_8, sensor_18, sensor_1"
FD002,6,155.0,158.54012,3.5401153564453125,175,78.68,71.0746,NORMAL,MEDIUM,28.43,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 158.5 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,138,88.0,84.00464,-3.995361328125,178,71.2,26.0168,NORMAL,LOW,28.4,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 84.0 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,239,166.0,201.08757,35.08757019042969,365,78.91,70.3097,NORMAL,MEDIUM,28.12,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 201.1 cycles.,"sensor_14, sensor_10, sensor_15"
FD004,164,174.0,206.22078,32.22077941894531,380,78.96,70.1252,NORMAL,MEDIUM,28.05,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 206.2 cycles.,sensor_1
FD004,10,162.0,274.9165,112.91650390625,354,79.04,69.8624,NORMAL,LOW,27.94,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 274.9 cycles.,"sensor_21, sensor_5, sensor_6"
FD002,105,116.0,141.06935,25.069351196289062,303,79.07,69.7744,NORMAL,LOW,27.91,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 141.1 cycles.,"sensor_5, sensor_21, sensor_6"
FD002,226,108.0,80.73174,-27.26825714111328,178,71.05,20.1548,NORMAL,LOW,27.7,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 80.7 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,221,73.0,91.576996,18.576995849609375,274,73.35,33.5728,NORMAL,LOW,27.64,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 91.6 cycles.,"sensor_5, sensor_6, sensor_20"
FD002,230,85.0,121.57116,36.57115936279297,186,79.32,68.9206,NORMAL,LOW,27.57,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 121.6 cycles.,"sensor_5, sensor_20, sensor_6"
FD001,44,109.0,138.95749,29.957489013671875,192,79.35,68.8236,NORMAL,LOW,27.53,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 139.0 cycles.,"sensor_4, sensor_21, sensor_3"
FD004,176,103.0,99.88302,-3.116981506347656,180,75.22,43.4913,NORMAL,LOW,27.46,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 99.9 cycles.,"sensor_16, sensor_15, sensor_18"
FD004,242,81.0,88.90763,7.907630920410156,222,72.94,29.7278,NORMAL,LOW,27.44,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 88.9 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,227,162.0,238.51942,76.51942443847656,287,79.44,68.5415,NORMAL,LOW,27.42,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 238.5 cycles.,"sensor_13, sensor_11, sensor_16"
FD002,21,97.0,70.843834,-26.156166076660156,189,69.24,6.9514,NORMAL,MEDIUM,27.36,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 70.8 cycles.,"sensor_1, sensor_16, sensor_5"
FD002,104,106.0,80.217636,-25.78236389160156,228,71.26,18.4416,NORMAL,LOW,27.27,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 80.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,56,93.0,87.50395,-5.4960479736328125,195,73.03,26.7193,NORMAL,LOW,26.94,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 87.5 cycles.,"sensor_2, sensor_15, sensor_11"
FD002,209,23.0,67.534904,44.53490447998047,201,68.92,1.5904,NORMAL,MEDIUM,26.87,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 67.5 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,98,113.0,141.3301,28.330093383789062,245,79.94,66.8762,NORMAL,LOW,26.75,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 141.3 cycles.,"sensor_10, sensor_12, sensor_7"
